id,AREA,AGE_ADJUSTED_CI_LOWER,AGE_ADJUSTED_CI_UPPER,AGE_ADJUSTED_RATE,COUNT,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_CI_LOWER,CRUDE_CI_UPPER,CRUDE_RATE
8860,Alabama,9.7,13.9,11.7,133,Incidence,1297678,Black,Male and Female,Stomach,2012,8.6,12.1,10.2
8861,Alabama,5.3,8.6,6.8,74,Mortality,1297678,Black,Male and Female,Stomach,2012,4.5,7.2,5.7
8862,Alabama,8.1,11.9,9.9,116,Incidence,1308127,Black,Male and Female,Stomach,2013,7.3,10.6,8.9
8863,Alabama,4.5,7.4,5.8,68,Mortality,1308127,Black,Male and Female,Stomach,2013,4.0,6.6,5.2
8864,Alabama,~,~,~,~,Incidence,539198,Black,Male and Female,Testis,1999,~,~,~
8865,Alabama,~,~,~,~,Mortality,539198,Black,Male and Female,Testis,1999,~,~,~
8866,Alabama,~,~,~,~,Incidence,543178,Black,Male and Female,Testis,2000,~,~,~
8867,Alabama,~,~,~,~,Mortality,543178,Black,Male and Female,Testis,2000,~,~,~
8868,Alabama,~,~,~,~,Incidence,546578,Black,Male and Female,Testis,2001,~,~,~
8869,Alabama,~,~,~,~,Mortality,546578,Black,Male and Female,Testis,2001,~,~,~
8870,Alabama,~,~,~,~,Incidence,549217,Black,Male and Female,Testis,2002,~,~,~
8871,Alabama,~,~,~,~,Mortality,549217,Black,Male and Female,Testis,2002,~,~,~
8872,Alabama,~,~,~,~,Incidence,553307,Black,Male and Female,Testis,2003,~,~,~
8873,Alabama,~,~,~,~,Mortality,553307,Black,Male and Female,Testis,2003,~,~,~
8874,Alabama,~,~,~,~,Incidence,557319,Black,Male and Female,Testis,2004,~,~,~
8875,Alabama,~,~,~,~,Mortality,557319,Black,Male and Female,Testis,2004,~,~,~
8876,Alabama,~,~,~,~,Incidence,562888,Black,Male and Female,Testis,2005,~,~,~
8877,Alabama,~,~,~,~,Mortality,562888,Black,Male and Female,Testis,2005,~,~,~
8878,Alabama,~,~,~,~,Incidence,572880,Black,Male and Female,Testis,2006,~,~,~
8879,Alabama,~,~,~,~,Mortality,572880,Black,Male and Female,Testis,2006,~,~,~
8880,Alabama,~,~,~,~,Incidence,579036,Black,Male and Female,Testis,2007,~,~,~
8881,Alabama,~,~,~,~,Mortality,579036,Black,Male and Female,Testis,2007,~,~,~
8882,Alabama,~,~,~,~,Incidence,586075,Black,Male and Female,Testis,2008,~,~,~
8883,Alabama,~,~,~,~,Mortality,586075,Black,Male and Female,Testis,2008,~,~,~
8884,Alabama,~,~,~,~,Incidence,592661,Black,Male and Female,Testis,2009,~,~,~
8885,Alabama,~,~,~,~,Mortality,592661,Black,Male and Female,Testis,2009,~,~,~
8886,Alabama,1.2,2.3,1.7,44,Incidence,3006777,Black,Male and Female,Testis,2009-2013,1.1,2.0,1.5
8887,Alabama,~,~,~,~,Mortality,3006777,Black,Male and Female,Testis,2009-2013,~,~,~
8888,Alabama,~,~,~,~,Incidence,597914,Black,Male and Female,Testis,2010,~,~,~
8889,Alabama,~,~,~,~,Mortality,597914,Black,Male and Female,Testis,2010,~,~,~
8890,Alabama,~,~,~,~,Incidence,600963,Black,Male and Female,Testis,2011,~,~,~
8891,Alabama,~,~,~,~,Mortality,600963,Black,Male and Female,Testis,2011,~,~,~
8892,Alabama,~,~,~,~,Incidence,604942,Black,Male and Female,Testis,2012,~,~,~
8893,Alabama,~,~,~,~,Mortality,604942,Black,Male and Female,Testis,2012,~,~,~
8894,Alabama,~,~,~,~,Incidence,610297,Black,Male and Female,Testis,2013,~,~,~
8895,Alabama,~,~,~,~,Mortality,610297,Black,Male and Female,Testis,2013,~,~,~
8896,Alabama,3.1,5.9,4.3,.,Incidence,1162673,Black,Male and Female,Thyroid,1999,2.6,4.9,3.6
8897,Alabama,~,~,~,~,Mortality,1162673,Black,Male and Female,Thyroid,1999,~,~,~
8898,Alabama,2.5,4.9,3.6,.,Incidence,1170617,Black,Male and Female,Thyroid,2000,2.2,4.3,3.1
8899,Alabama,~,~,~,~,Mortality,1170617,Black,Male and Female,Thyroid,2000,~,~,~
8900,Alabama,3.4,6.1,4.6,.,Incidence,1177479,Black,Male and Female,Thyroid,2001,3.1,5.5,4.2
8901,Alabama,~,~,~,~,Mortality,1177479,Black,Male and Female,Thyroid,2001,~,~,~
8902,Alabama,4.3,7.4,5.7,.,Incidence,1182591,Black,Male and Female,Thyroid,2002,3.8,6.4,5.0
8903,Alabama,~,~,~,~,Mortality,1182591,Black,Male and Female,Thyroid,2002,~,~,~
8904,Alabama,4.4,7.4,5.8,.,Incidence,1190183,Black,Male and Female,Thyroid,2003,3.9,6.6,5.1
8905,Alabama,~,~,~,~,Mortality,1190183,Black,Male and Female,Thyroid,2003,~,~,~
8906,Alabama,4.3,7.3,5.7,.,Incidence,1199192,Black,Male and Female,Thyroid,2004,3.8,6.4,5.0
8907,Alabama,~,~,~,~,Mortality,1199192,Black,Male and Female,Thyroid,2004,~,~,~
8908,Alabama,3.5,6.2,4.7,.,Incidence,1210020,Black,Male and Female,Thyroid,2005,3.2,5.6,4.3
8909,Alabama,~,~,~,~,Mortality,1210020,Black,Male and Female,Thyroid,2005,~,~,~
8910,Alabama,4.1,6.9,5.3,.,Incidence,1230534,Black,Male and Female,Thyroid,2006,3.6,6.2,4.8
8911,Alabama,~,~,~,~,Mortality,1230534,Black,Male and Female,Thyroid,2006,~,~,~
8912,Alabama,4.6,7.6,5.9,68,Incidence,1243867,Black,Male and Female,Thyroid,2007,4.2,6.9,5.5
8913,Alabama,~,~,~,~,Mortality,1243867,Black,Male and Female,Thyroid,2007,~,~,~
8914,Alabama,5.7,9.0,7.2,83,Incidence,1259177,Black,Male and Female,Thyroid,2008,5.3,8.2,6.6
8915,Alabama,~,~,~,~,Mortality,1259177,Black,Male and Female,Thyroid,2008,~,~,~
8916,Alabama,4.2,7.0,5.5,.,Incidence,1271247,Black,Male and Female,Thyroid,2009,3.9,6.5,5.1
8917,Alabama,~,~,~,~,Mortality,1271247,Black,Male and Female,Thyroid,2009,~,~,~
8918,Alabama,5.6,6.9,6.2,384,Incidence,6448245,Black,Male and Female,Thyroid,2009-2013,5.4,6.6,6.0
8919,Alabama,0.4,0.8,0.6,30,Mortality,6448245,Black,Male and Female,Thyroid,2009-2013,0.3,0.7,0.5
8920,Alabama,5.4,8.5,6.8,.,Incidence,1281920,Black,Male and Female,Thyroid,2010,4.9,7.8,6.2
8921,Alabama,~,~,~,~,Mortality,1281920,Black,Male and Female,Thyroid,2010,~,~,~
8922,Alabama,6.0,9.1,7.4,.,Incidence,1289273,Black,Male and Female,Thyroid,2011,6.0,9.0,7.4
8923,Alabama,~,~,~,~,Mortality,1289273,Black,Male and Female,Thyroid,2011,~,~,~
8924,Alabama,4.8,7.7,6.1,78,Incidence,1297678,Black,Male and Female,Thyroid,2012,4.8,7.5,6.0
8925,Alabama,~,~,~,~,Mortality,1297678,Black,Male and Female,Thyroid,2012,~,~,~
8926,Alabama,4.0,6.7,5.3,66,Incidence,1308127,Black,Male and Female,Thyroid,2013,3.9,6.4,5.0
8927,Alabama,~,~,~,~,Mortality,1308127,Black,Male and Female,Thyroid,2013,~,~,~
8928,Alabama,6.9,10.9,8.7,77,Incidence,1162673,Black,Male and Female,Urinary Bladder,1999,5.2,8.3,6.6
8929,Alabama,2.0,4.4,3.1,27,Mortality,1162673,Black,Male and Female,Urinary Bladder,1999,1.5,3.4,2.3
8930,Alabama,5.0,8.4,6.5,58,Incidence,1170617,Black,Male and Female,Urinary Bladder,2000,3.8,6.4,5.0
8931,Alabama,1.7,4.1,2.7,23,Mortality,1170617,Black,Male and Female,Urinary Bladder,2000,1.2,2.9,2.0
8932,Alabama,6.2,10.0,8.0,73,Incidence,1177479,Black,Male and Female,Urinary Bladder,2001,4.9,7.8,6.2
8933,Alabama,1.6,3.7,2.5,22,Mortality,1177479,Black,Male and Female,Urinary Bladder,2001,1.2,2.8,1.9
8934,Alabama,7.8,12.0,9.7,87,Incidence,1182591,Black,Male and Female,Urinary Bladder,2002,5.9,9.1,7.4
8935,Alabama,1.4,3.6,2.3,21,Mortality,1182591,Black,Male and Female,Urinary Bladder,2002,1.1,2.7,1.8
8936,Alabama,7.5,11.6,9.4,86,Incidence,1190183,Black,Male and Female,Urinary Bladder,2003,5.8,8.9,7.2
8937,Alabama,1.9,4.3,2.9,25,Mortality,1190183,Black,Male and Female,Urinary Bladder,2003,1.4,3.1,2.1
8938,Alabama,7.2,11.2,9.0,85,Incidence,1199192,Black,Male and Female,Urinary Bladder,2004,5.7,8.8,7.1
8939,Alabama,1.8,4.1,2.8,25,Mortality,1199192,Black,Male and Female,Urinary Bladder,2004,1.3,3.1,2.1
8940,Alabama,8.9,13.3,10.9,100,Incidence,1210020,Black,Male and Female,Urinary Bladder,2005,6.7,10.1,8.3
8941,Alabama,2.5,5.1,3.6,32,Mortality,1210020,Black,Male and Female,Urinary Bladder,2005,1.8,3.7,2.6
8942,Alabama,7.7,11.8,9.6,91,Incidence,1230534,Black,Male and Female,Urinary Bladder,2006,6.0,9.1,7.4
8943,Alabama,3.7,6.7,5.0,46,Mortality,1230534,Black,Male and Female,Urinary Bladder,2006,2.7,5.0,3.7
8944,Alabama,8.2,12.4,10.1,99,Incidence,1243867,Black,Male and Female,Urinary Bladder,2007,6.5,9.7,8.0
8945,Alabama,2.2,4.6,3.2,31,Mortality,1243867,Black,Male and Female,Urinary Bladder,2007,1.7,3.5,2.5
8946,Alabama,8.0,12.1,9.9,100,Incidence,1259177,Black,Male and Female,Urinary Bladder,2008,6.5,9.7,7.9
8947,Alabama,1.8,4.0,2.7,26,Mortality,1259177,Black,Male and Female,Urinary Bladder,2008,1.3,3.0,2.1
8948,Alabama,7.2,11.0,8.9,93,Incidence,1271247,Black,Male and Female,Urinary Bladder,2009,5.9,9.0,7.3
8949,Alabama,2.5,5.1,3.7,35,Mortality,1271247,Black,Male and Female,Urinary Bladder,2009,1.9,3.8,2.8
8950,Alabama,9.5,11.3,10.3,565,Incidence,6448245,Black,Male and Female,Urinary Bladder,2009-2013,8.1,9.5,8.8
8951,Alabama,2.4,3.4,2.9,148,Mortality,6448245,Black,Male and Female,Urinary Bladder,2009-2013,1.9,2.7,2.3
8952,Alabama,8.8,13.0,10.7,112,Incidence,1281920,Black,Male and Female,Urinary Bladder,2010,7.2,10.5,8.7
8953,Alabama,1.6,3.6,2.4,25,Mortality,1281920,Black,Male and Female,Urinary Bladder,2010,1.3,2.9,2.0
8954,Alabama,9.2,13.4,11.2,123,Incidence,1289273,Black,Male and Female,Urinary Bladder,2011,7.9,11.4,9.5
8955,Alabama,2.0,4.3,3.0,30,Mortality,1289273,Black,Male and Female,Urinary Bladder,2011,1.6,3.3,2.3
8956,Alabama,7.3,10.9,9.0,102,Incidence,1297678,Black,Male and Female,Urinary Bladder,2012,6.4,9.5,7.9
8957,Alabama,2.0,4.2,3.0,32,Mortality,1297678,Black,Male and Female,Urinary Bladder,2012,1.7,3.5,2.5
8958,Alabama,9.8,14.0,11.7,135,Incidence,1308127,Black,Male and Female,Urinary Bladder,2013,8.7,12.2,10.3
8959,Alabama,1.6,3.6,2.5,26,Mortality,1308127,Black,Male and Female,Urinary Bladder,2013,1.3,2.9,2.0
8960,Alabama,2305.1,2944.6,2612.4,280,Incidence,28101,Hispanic,Female,All Cancer Sites Combined,1999,883.1,1120.2,996.4
8961,Alabama,~,~,~,~,Mortality,28101,Hispanic,Female,All Cancer Sites Combined,1999,~,~,~
8962,Alabama,113.1,236.7,167.1,34,Incidence,33147,Hispanic,Female,All Cancer Sites Combined,2000,71.0,143.3,102.6
8963,Alabama,~,~,~,~,Mortality,33147,Hispanic,Female,All Cancer Sites Combined,2000,~,~,~
8964,Alabama,145.8,284.1,207.3,42,Incidence,37034,Hispanic,Female,All Cancer Sites Combined,2001,81.7,153.3,113.4
8965,Alabama,~,~,~,~,Mortality,37034,Hispanic,Female,All Cancer Sites Combined,2001,~,~,~
8966,Alabama,199.1,356.8,270.4,52,Incidence,40803,Hispanic,Female,All Cancer Sites Combined,2002,95.2,167.1,127.4
8967,Alabama,~,~,~,~,Mortality,40803,Hispanic,Female,All Cancer Sites Combined,2002,~,~,~
8968,Alabama,110.5,218.5,158.1,43,Incidence,44927,Hispanic,Female,All Cancer Sites Combined,2003,69.3,128.9,95.7
8969,Alabama,~,~,~,~,Mortality,44927,Hispanic,Female,All Cancer Sites Combined,2003,~,~,~
8970,Alabama,146.4,272.0,202.7,50,Incidence,49391,Hispanic,Female,All Cancer Sites Combined,2004,75.1,133.5,101.2
8971,Alabama,~,~,~,~,Mortality,49391,Hispanic,Female,All Cancer Sites Combined,2004,~,~,~
8972,Alabama,163.9,295.5,223.4,54,Incidence,54647,Hispanic,Female,All Cancer Sites Combined,2005,74.2,128.9,98.8
8973,Alabama,~,~,~,~,Mortality,54647,Hispanic,Female,All Cancer Sites Combined,2005,~,~,~
8974,Alabama,154.3,276.4,209.5,59,Incidence,60364,Hispanic,Female,All Cancer Sites Combined,2006,74.4,126.1,97.7
8975,Alabama,~,~,~,~,Mortality,60364,Hispanic,Female,All Cancer Sites Combined,2006,~,~,~
8976,Alabama,143.5,260.3,196.3,60,Incidence,66377,Hispanic,Female,All Cancer Sites Combined,2007,69.0,116.4,90.4
8977,Alabama,47.2,124.2,79.8,22,Mortality,66377,Hispanic,Female,All Cancer Sites Combined,2007,20.8,50.2,33.1
8978,Alabama,211.2,335.6,268.5,98,Incidence,72259,Hispanic,Female,All Cancer Sites Combined,2008,110.1,165.3,135.6
8979,Alabama,~,~,~,~,Mortality,72259,Hispanic,Female,All Cancer Sites Combined,2008,~,~,~
8980,Alabama,142.7,248.3,190.7,71,Incidence,77734,Hispanic,Female,All Cancer Sites Combined,2009,71.3,115.2,91.3
8981,Alabama,~,~,~,~,Mortality,77734,Hispanic,Female,All Cancer Sites Combined,2009,~,~,~
8982,Alabama,172.9,215.9,193.6,407,Incidence,423637,Hispanic,Female,All Cancer Sites Combined,2009-2013,87.0,105.9,96.1
8983,Alabama,43.5,68.8,55.2,88,Mortality,423637,Hispanic,Female,All Cancer Sites Combined,2009-2013,16.7,25.6,20.8
8984,Alabama,138.0,238.3,183.6,70,Incidence,82615,Hispanic,Female,All Cancer Sites Combined,2010,66.1,107.1,84.7
8985,Alabama,31.2,94.0,57.3,17,Mortality,82615,Hispanic,Female,All Cancer Sites Combined,2010,12.0,32.9,20.6
8986,Alabama,174.8,279.4,223.0,94,Incidence,85634,Hispanic,Female,All Cancer Sites Combined,2011,88.7,134.3,109.8
8987,Alabama,49.6,121.0,80.4,24,Mortality,85634,Hispanic,Female,All Cancer Sites Combined,2011,18.0,41.7,28.0
8988,Alabama,130.9,219.7,171.5,78,Incidence,87644,Hispanic,Female,All Cancer Sites Combined,2012,70.3,111.1,89.0
8989,Alabama,~,~,~,~,Mortality,87644,Hispanic,Female,All Cancer Sites Combined,2012,~,~,~
8990,Alabama,157.4,248.2,199.3,94,Incidence,90010,Hispanic,Female,All Cancer Sites Combined,2013,84.4,127.8,104.4
8991,Alabama,28.7,78.8,49.8,19,Mortality,90010,Hispanic,Female,All Cancer Sites Combined,2013,12.7,33.0,21.1
8992,Alabama,~,~,~,~,Incidence,28101,Hispanic,Female,Brain and Other Nervous System,1999,~,~,~
8993,Alabama,~,~,~,~,Mortality,28101,Hispanic,Female,Brain and Other Nervous System,1999,~,~,~
8994,Alabama,~,~,~,~,Incidence,33147,Hispanic,Female,Brain and Other Nervous System,2000,~,~,~
8995,Alabama,~,~,~,~,Mortality,33147,Hispanic,Female,Brain and Other Nervous System,2000,~,~,~
8996,Alabama,~,~,~,~,Incidence,37034,Hispanic,Female,Brain and Other Nervous System,2001,~,~,~
8997,Alabama,~,~,~,~,Mortality,37034,Hispanic,Female,Brain and Other Nervous System,2001,~,~,~
8998,Alabama,~,~,~,~,Incidence,40803,Hispanic,Female,Brain and Other Nervous System,2002,~,~,~
8999,Alabama,~,~,~,~,Mortality,40803,Hispanic,Female,Brain and Other Nervous System,2002,~,~,~
9000,Alabama,~,~,~,~,Incidence,44927,Hispanic,Female,Brain and Other Nervous System,2003,~,~,~
9001,Alabama,~,~,~,~,Mortality,44927,Hispanic,Female,Brain and Other Nervous System,2003,~,~,~
9002,Alabama,~,~,~,~,Incidence,49391,Hispanic,Female,Brain and Other Nervous System,2004,~,~,~
9003,Alabama,~,~,~,~,Mortality,49391,Hispanic,Female,Brain and Other Nervous System,2004,~,~,~
9004,Alabama,~,~,~,~,Incidence,54647,Hispanic,Female,Brain and Other Nervous System,2005,~,~,~
9005,Alabama,~,~,~,~,Mortality,54647,Hispanic,Female,Brain and Other Nervous System,2005,~,~,~
9006,Alabama,~,~,~,~,Incidence,60364,Hispanic,Female,Brain and Other Nervous System,2006,~,~,~
9007,Alabama,~,~,~,~,Mortality,60364,Hispanic,Female,Brain and Other Nervous System,2006,~,~,~
9008,Alabama,~,~,~,~,Incidence,66377,Hispanic,Female,Brain and Other Nervous System,2007,~,~,~
9009,Alabama,~,~,~,~,Mortality,66377,Hispanic,Female,Brain and Other Nervous System,2007,~,~,~
9010,Alabama,~,~,~,~,Incidence,72259,Hispanic,Female,Brain and Other Nervous System,2008,~,~,~
9011,Alabama,~,~,~,~,Mortality,72259,Hispanic,Female,Brain and Other Nervous System,2008,~,~,~
9012,Alabama,~,~,~,~,Incidence,77734,Hispanic,Female,Brain and Other Nervous System,2009,~,~,~
9013,Alabama,~,~,~,~,Mortality,77734,Hispanic,Female,Brain and Other Nervous System,2009,~,~,~
9014,Alabama,~,~,~,~,Incidence,423637,Hispanic,Female,Brain and Other Nervous System,2009-2013,~,~,~
9015,Alabama,~,~,~,~,Mortality,423637,Hispanic,Female,Brain and Other Nervous System,2009-2013,~,~,~
9016,Alabama,~,~,~,~,Incidence,82615,Hispanic,Female,Brain and Other Nervous System,2010,~,~,~
9017,Alabama,~,~,~,~,Mortality,82615,Hispanic,Female,Brain and Other Nervous System,2010,~,~,~
9018,Alabama,~,~,~,~,Incidence,85634,Hispanic,Female,Brain and Other Nervous System,2011,~,~,~
9019,Alabama,~,~,~,~,Mortality,85634,Hispanic,Female,Brain and Other Nervous System,2011,~,~,~
9020,Alabama,~,~,~,~,Incidence,87644,Hispanic,Female,Brain and Other Nervous System,2012,~,~,~
9021,Alabama,~,~,~,~,Mortality,87644,Hispanic,Female,Brain and Other Nervous System,2012,~,~,~
9022,Alabama,~,~,~,~,Incidence,90010,Hispanic,Female,Brain and Other Nervous System,2013,~,~,~
9023,Alabama,~,~,~,~,Mortality,90010,Hispanic,Female,Brain and Other Nervous System,2013,~,~,~
9024,Alabama,~,~,~,~,Incidence,28101,Hispanic,Female,Cervix,1999,~,~,~
9025,Alabama,~,~,~,~,Mortality,28101,Hispanic,Female,Cervix,1999,~,~,~
9026,Alabama,~,~,~,~,Incidence,33147,Hispanic,Female,Cervix,2000,~,~,~
9027,Alabama,~,~,~,~,Mortality,33147,Hispanic,Female,Cervix,2000,~,~,~
9028,Alabama,~,~,~,~,Incidence,37034,Hispanic,Female,Cervix,2001,~,~,~
9029,Alabama,~,~,~,~,Mortality,37034,Hispanic,Female,Cervix,2001,~,~,~
9030,Alabama,~,~,~,~,Incidence,40803,Hispanic,Female,Cervix,2002,~,~,~
9031,Alabama,~,~,~,~,Mortality,40803,Hispanic,Female,Cervix,2002,~,~,~
9032,Alabama,~,~,~,~,Incidence,44927,Hispanic,Female,Cervix,2003,~,~,~
9033,Alabama,~,~,~,~,Mortality,44927,Hispanic,Female,Cervix,2003,~,~,~
9034,Alabama,~,~,~,~,Incidence,49391,Hispanic,Female,Cervix,2004,~,~,~
9035,Alabama,~,~,~,~,Mortality,49391,Hispanic,Female,Cervix,2004,~,~,~
9036,Alabama,~,~,~,~,Incidence,54647,Hispanic,Female,Cervix,2005,~,~,~
9037,Alabama,~,~,~,~,Mortality,54647,Hispanic,Female,Cervix,2005,~,~,~
9038,Alabama,~,~,~,~,Incidence,60364,Hispanic,Female,Cervix,2006,~,~,~
9039,Alabama,~,~,~,~,Mortality,60364,Hispanic,Female,Cervix,2006,~,~,~
9040,Alabama,~,~,~,~,Incidence,66377,Hispanic,Female,Cervix,2007,~,~,~
9041,Alabama,~,~,~,~,Mortality,66377,Hispanic,Female,Cervix,2007,~,~,~
9042,Alabama,~,~,~,~,Incidence,72259,Hispanic,Female,Cervix,2008,~,~,~
9043,Alabama,~,~,~,~,Mortality,72259,Hispanic,Female,Cervix,2008,~,~,~
9044,Alabama,~,~,~,~,Incidence,77734,Hispanic,Female,Cervix,2009,~,~,~
9045,Alabama,~,~,~,~,Mortality,77734,Hispanic,Female,Cervix,2009,~,~,~
9046,Alabama,2.8,9.6,5.5,16,Incidence,423637,Hispanic,Female,Cervix,2009-2013,2.2,6.1,3.8
9047,Alabama,~,~,~,~,Mortality,423637,Hispanic,Female,Cervix,2009-2013,~,~,~
9048,Alabama,~,~,~,~,Incidence,82615,Hispanic,Female,Cervix,2010,~,~,~
9049,Alabama,~,~,~,~,Mortality,82615,Hispanic,Female,Cervix,2010,~,~,~
9050,Alabama,~,~,~,~,Incidence,85634,Hispanic,Female,Cervix,2011,~,~,~
9051,Alabama,~,~,~,~,Mortality,85634,Hispanic,Female,Cervix,2011,~,~,~
9052,Alabama,~,~,~,~,Incidence,87644,Hispanic,Female,Cervix,2012,~,~,~
9053,Alabama,~,~,~,~,Mortality,87644,Hispanic,Female,Cervix,2012,~,~,~
9054,Alabama,~,~,~,~,Incidence,90010,Hispanic,Female,Cervix,2013,~,~,~
9055,Alabama,~,~,~,~,Mortality,90010,Hispanic,Female,Cervix,2013,~,~,~
9056,Alabama,270.5,534.0,388.6,36,Incidence,28101,Hispanic,Female,Colon and Rectum,1999,89.7,177.4,128.1
9057,Alabama,~,~,~,~,Mortality,28101,Hispanic,Female,Colon and Rectum,1999,~,~,~
9058,Alabama,~,~,~,~,Incidence,33147,Hispanic,Female,Colon and Rectum,2000,~,~,~
9059,Alabama,~,~,~,~,Mortality,33147,Hispanic,Female,Colon and Rectum,2000,~,~,~
9060,Alabama,~,~,~,~,Incidence,37034,Hispanic,Female,Colon and Rectum,2001,~,~,~
9061,Alabama,~,~,~,~,Mortality,37034,Hispanic,Female,Colon and Rectum,2001,~,~,~
9062,Alabama,~,~,~,~,Incidence,40803,Hispanic,Female,Colon and Rectum,2002,~,~,~
9063,Alabama,~,~,~,~,Mortality,40803,Hispanic,Female,Colon and Rectum,2002,~,~,~
9064,Alabama,~,~,~,~,Incidence,44927,Hispanic,Female,Colon and Rectum,2003,~,~,~
9065,Alabama,~,~,~,~,Mortality,44927,Hispanic,Female,Colon and Rectum,2003,~,~,~
9066,Alabama,~,~,~,~,Incidence,49391,Hispanic,Female,Colon and Rectum,2004,~,~,~
9067,Alabama,~,~,~,~,Mortality,49391,Hispanic,Female,Colon and Rectum,2004,~,~,~
9068,Alabama,~,~,~,~,Incidence,54647,Hispanic,Female,Colon and Rectum,2005,~,~,~
9069,Alabama,~,~,~,~,Mortality,54647,Hispanic,Female,Colon and Rectum,2005,~,~,~
9070,Alabama,~,~,~,~,Incidence,60364,Hispanic,Female,Colon and Rectum,2006,~,~,~
9071,Alabama,~,~,~,~,Mortality,60364,Hispanic,Female,Colon and Rectum,2006,~,~,~
9072,Alabama,~,~,~,~,Incidence,66377,Hispanic,Female,Colon and Rectum,2007,~,~,~
9073,Alabama,~,~,~,~,Mortality,66377,Hispanic,Female,Colon and Rectum,2007,~,~,~
9074,Alabama,~,~,~,~,Incidence,72259,Hispanic,Female,Colon and Rectum,2008,~,~,~
9075,Alabama,~,~,~,~,Mortality,72259,Hispanic,Female,Colon and Rectum,2008,~,~,~
9076,Alabama,~,~,~,~,Incidence,77734,Hispanic,Female,Colon and Rectum,2009,~,~,~
9077,Alabama,~,~,~,~,Mortality,77734,Hispanic,Female,Colon and Rectum,2009,~,~,~
9078,Alabama,13.4,28.5,20.0,34,Incidence,423637,Hispanic,Female,Colon and Rectum,2009-2013,5.6,11.2,8.0
9079,Alabama,~,~,~,~,Mortality,423637,Hispanic,Female,Colon and Rectum,2009-2013,~,~,~
9080,Alabama,~,~,~,~,Incidence,82615,Hispanic,Female,Colon and Rectum,2010,~,~,~
9081,Alabama,~,~,~,~,Mortality,82615,Hispanic,Female,Colon and Rectum,2010,~,~,~
9082,Alabama,~,~,~,~,Incidence,85634,Hispanic,Female,Colon and Rectum,2011,~,~,~
9083,Alabama,~,~,~,~,Mortality,85634,Hispanic,Female,Colon and Rectum,2011,~,~,~
9084,Alabama,~,~,~,~,Incidence,87644,Hispanic,Female,Colon and Rectum,2012,~,~,~
9085,Alabama,~,~,~,~,Mortality,87644,Hispanic,Female,Colon and Rectum,2012,~,~,~
9086,Alabama,~,~,~,~,Incidence,90010,Hispanic,Female,Colon and Rectum,2013,~,~,~
9087,Alabama,~,~,~,~,Mortality,90010,Hispanic,Female,Colon and Rectum,2013,~,~,~
9088,Alabama,~,~,~,~,Incidence,28101,Hispanic,Female,"Corpus and Uterus, NOS",1999,~,~,~
9089,Alabama,~,~,~,~,Mortality,28101,Hispanic,Female,"Corpus and Uterus, NOS",1999,~,~,~
9090,Alabama,~,~,~,~,Incidence,33147,Hispanic,Female,"Corpus and Uterus, NOS",2000,~,~,~
9091,Alabama,~,~,~,~,Mortality,33147,Hispanic,Female,"Corpus and Uterus, NOS",2000,~,~,~
9092,Alabama,~,~,~,~,Incidence,37034,Hispanic,Female,"Corpus and Uterus, NOS",2001,~,~,~
9093,Alabama,~,~,~,~,Mortality,37034,Hispanic,Female,"Corpus and Uterus, NOS",2001,~,~,~
9094,Alabama,~,~,~,~,Incidence,40803,Hispanic,Female,"Corpus and Uterus, NOS",2002,~,~,~
9095,Alabama,~,~,~,~,Mortality,40803,Hispanic,Female,"Corpus and Uterus, NOS",2002,~,~,~
9096,Alabama,~,~,~,~,Incidence,44927,Hispanic,Female,"Corpus and Uterus, NOS",2003,~,~,~
9097,Alabama,~,~,~,~,Mortality,44927,Hispanic,Female,"Corpus and Uterus, NOS",2003,~,~,~
9098,Alabama,~,~,~,~,Incidence,49391,Hispanic,Female,"Corpus and Uterus, NOS",2004,~,~,~
9099,Alabama,~,~,~,~,Mortality,49391,Hispanic,Female,"Corpus and Uterus, NOS",2004,~,~,~
9100,Alabama,~,~,~,~,Incidence,54647,Hispanic,Female,"Corpus and Uterus, NOS",2005,~,~,~
9101,Alabama,~,~,~,~,Mortality,54647,Hispanic,Female,"Corpus and Uterus, NOS",2005,~,~,~
9102,Alabama,~,~,~,~,Incidence,60364,Hispanic,Female,"Corpus and Uterus, NOS",2006,~,~,~
9103,Alabama,~,~,~,~,Mortality,60364,Hispanic,Female,"Corpus and Uterus, NOS",2006,~,~,~
9104,Alabama,~,~,~,~,Incidence,66377,Hispanic,Female,"Corpus and Uterus, NOS",2007,~,~,~
9105,Alabama,~,~,~,~,Mortality,66377,Hispanic,Female,"Corpus and Uterus, NOS",2007,~,~,~
9106,Alabama,~,~,~,~,Incidence,72259,Hispanic,Female,"Corpus and Uterus, NOS",2008,~,~,~
9107,Alabama,~,~,~,~,Mortality,72259,Hispanic,Female,"Corpus and Uterus, NOS",2008,~,~,~
9108,Alabama,~,~,~,~,Incidence,77734,Hispanic,Female,"Corpus and Uterus, NOS",2009,~,~,~
9109,Alabama,~,~,~,~,Mortality,77734,Hispanic,Female,"Corpus and Uterus, NOS",2009,~,~,~
9110,Alabama,6.6,16.9,10.9,23,Incidence,423637,Hispanic,Female,"Corpus and Uterus, NOS",2009-2013,3.4,8.1,5.4
9111,Alabama,~,~,~,~,Mortality,423637,Hispanic,Female,"Corpus and Uterus, NOS",2009-2013,~,~,~
